Tópico,Palavras,Pesos
578,"testemunhando, obteve, investidor, lucros, 24, horas, apenas, grande, investidora, 36","[0.4481, 0.3134, 0.2418, 0.1522, 0.1177, 0.0861, 0.0552, 0.0516, 0.0465, 0.0118]"
579,"change, changeorg, ciclovia, abaixoassinado, lauro, povopode, freitas, mudancas, renato, barros","[2.451, 0.162, 0.1513, 0.1272, 0.122, 0.0933, 0.0453, 0.0254, 0.0219, 0.0209]"
580,"camila, correia, couto, camilo, managing, tool, groups, professional, welcome, coimbra","[0.1275, 0.0734, 0.0652, 0.044, 0.0374, 0.0374, 0.0373, 0.0373, 0.0369, 0.0263]"
581,"mudamos, ligapatriota, envia, tira, desmonetizar, bousonaro, convoquem, blog, livrar, fizer","[0.08, 0.0688, 0.0627, 0.0545, 0.0524, 0.0511, 0.0476, 0.0448, 0.0414, 0.0412]"
582,"ganhe, prometemos, maravilhosos, cederemos, beneficiando, felizes, comentarios, servico, programa, obrigado","[0.2052, 0.1895, 0.1709, 0.1705, 0.1521, 0.1305, 0.0937, 0.0825, 0.0662, 0.0426]"
583,"28060, managing, tool, groups, professional, welcome, 41756, telegram, nissin, nvn","[0.0407, 0.04, 0.04, 0.0399, 0.0399, 0.0395, 0.0298, 0.0257, 0.0162, 0.0162]"
584,"bencao, sejas, varig, teixeira, dus, bendito, eterno, christiano, yn, outorga","[0.0241, 0.0233, 0.0225, 0.0219, 0.0208, 0.0193, 0.0188, 0.0178, 0.0165, 0.0137]"
585,"colocariam, disparando, news, fake, legitimadas, censuradasuser, tumultuando, 236102019, noticiasr7comeleicoes2022, 9deg","[0.0462, 0.0417, 0.0312, 0.0296, 0.0289, 0.0289, 0.022, 0.022, 0.0208, 0.0199]"
586,"cerebro, cerebral, psicologico, lavagem, cognitivos, guardada, bait, cognitiva, magnesio, mgt","[0.0378, 0.0377, 0.0363, 0.0266, 0.0248, 0.0229, 0.0227, 0.0206, 0.0201, 0.019]"
587,"centavos, aloe, pamela, 11932178721, desempregada, 010, 050, eternidade, planta, tocar","[0.0862, 0.0814, 0.0623, 0.058, 0.0558, 0.0526, 0.0511, 0.0508, 0.0453, 0.0439]"
588,"correiobraziliense, viramos, , , , , , , , ","[3.3883, 0.056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
589,"lucia, joane, suzy, dieyson, marise, sylvia, patricia, baptista, elaine, luciano","[0.1884, 0.1633, 0.1381, 0.1225, 0.1157, 0.1155, 0.1144, 0.1124, 0.1084, 0.0973]"
590,"resuminho, relembrando, rairfoundation, repassem, detalhes, manaus, reforcando, eusoquerover, redebrasilatual, bemlembrado","[0.3201, 0.2125, 0.1645, 0.1611, 0.1402, 0.1265, 0.1091, 0.0987, 0.0987, 0.0987]"
591,"video, , , , , , , , , ","[0.1973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
592,"40000, 50000, 20000, 4000, 30000, 15000, 3000, 10000, 5000, interessado","[0.1199, 0.1081, 0.1061, 0.0998, 0.0987, 0.0955, 0.0838, 0.0814, 0.0787, 0.0776]"
593,"termine, semipresidencialismo, maleficios, voltam, mitando, jornaldacidadeonline, sbtcnn, perdao, avanca, revelacao","[0.07, 0.056, 0.0437, 0.0433, 0.0433, 0.0407, 0.0397, 0.0364, 0.0353, 0.0347]"
594,"capto, empoeirado, cashapp, duvidando, comendo, tag, continue, pacote, dm, br","[0.2687, 0.2687, 0.2079, 0.1695, 0.1472, 0.1445, 0.1391, 0.1332, 0.0994, 0.0884]"
595,"karla, mirandac, leisa, foto, andrea, taiana, bauer, samara, marilu, sales","[0.2366, 0.1553, 0.1402, 0.132, 0.123, 0.1165, 0.0886, 0.0879, 0.0852, 0.0801]"
596,"buddies, above, ask, address, coming, earn, keep, invest, investment, your","[0.3524, 0.328, 0.311, 0.3059, 0.2401, 0.18, 0.1552, 0.1401, 0.1288, 0.0761]"
597,"certas, ultrarrica, multigeracional, localizeo, frutifera, ousando, contentar, sabias, compre, pense","[0.0486, 0.0482, 0.0479, 0.0454, 0.0448, 0.0448, 0.0413, 0.0366, 0.0362, 0.0325]"
598,"fascista, fascistas, fascismo, 21mil, socialistas, mediafire, refutam, pdfs, pensadores, derrotou","[0.0628, 0.0614, 0.0585, 0.0249, 0.0191, 0.0183, 0.0183, 0.0181, 0.0157, 0.0156]"
599,"jr, 17h, neymar, live, assista, participarao, liberdade, hoje, esquece, copa","[0.2536, 0.2372, 0.229, 0.0932, 0.0501, 0.0342, 0.0319, 0.0308, 0.02, 0.0165]"
600,"profecia, profecias, profeta, anjos, lembrados, saiadamatrix, despertatuquedormes, cumpriram, profetico, tmedespertandoleoes","[0.1255, 0.0569, 0.027, 0.023, 0.0181, 0.0173, 0.0155, 0.015, 0.0142, 0.0138]"
601,"8493787908, prestoy, brego, interesa, ratas, ojo, ws, tengan, esten, generar","[0.0858, 0.0858, 0.0858, 0.0847, 0.0847, 0.0837, 0.0832, 0.0832, 0.0822, 0.0818]"
602,"filtro, fontes, aljazzera, fox, internacionais, 4chanel, olhem, enviesadas, afastarmos, bocaaboca","[0.0558, 0.0405, 0.0359, 0.029, 0.0275, 0.026, 0.0259, 0.0258, 0.0252, 0.0246]"
603,"concorda, sim, possa, perguntas, casar, roubo, homossexuais, emprestimodoacao, beneficios, lgbts","[0.0899, 0.0389, 0.0203, 0.0196, 0.0182, 0.0176, 0.0175, 0.0175, 0.0172, 0.0172]"
604,"company, congratulations, investing, happy, investor, really, fellow, good, investment, benefiting","[0.0587, 0.0382, 0.0299, 0.0287, 0.0282, 0.0226, 0.0224, 0.0214, 0.021, 0.0209]"
605,"dose, doses, sanitario, passaporte, atualize, conectsus, apresente, concurso, acima, faculdade","[0.1189, 0.093, 0.0755, 0.0611, 0.0604, 0.0595, 0.0576, 0.0535, 0.0498, 0.0476]"
606,"discord, nascimento, washington, ligia, sonia, america, video, henrique, denivaldo, nascimen","[0.467, 0.3554, 0.3373, 0.196, 0.1814, 0.0692, 0.0658, 0.0653, 0.0544, 0.0544]"
607,"xandianos, pressione, botao, perpetua, escrever, padroes, coordenada, minutos, promove, milicia","[0.0846, 0.0657, 0.0641, 0.0623, 0.0571, 0.0527, 0.0507, 0.0503, 0.047, 0.0382]"
608,"30102022, hs, 2200, envio, individual, 200000, cabe, fechara, consumidor, especificados","[0.0535, 0.0442, 0.042, 0.042, 0.0357, 0.027, 0.027, 0.0269, 0.0268, 0.0264]"
609,"inovacao, inscritos, contatos, divulguem, perto, participar, 45, chegar, milhoes, oficial","[0.1392, 0.1023, 0.0786, 0.0714, 0.066, 0.0553, 0.0486, 0.035, 0.0333, 0.0284]"
610,"boraaaa, alvara, v0t0s, abrapelorgbr, vejaabrilcombrcolunaradarg, soltura, vejaabrilcombrcolunaradarb, acessei, urgentepele, historica","[0.1052, 0.0825, 0.0729, 0.0729, 0.0687, 0.0649, 0.0646, 0.0635, 0.0569, 0.0536]"
611,"super, gusttavo, live, ihuullll, lima, atualizado, gayer, parte, assista, segunda","[0.3326, 0.1608, 0.1503, 0.0975, 0.0859, 0.0624, 0.0485, 0.0446, 0.0378, 0.0342]"
612,"rogerio, lattufe, bessas, 22jornal, video, jornalisra, souza, milton, leandro, from","[0.9574, 0.1666, 0.1332, 0.1006, 0.0878, 0.0548, 0.0522, 0.0277, 0.018, 0.0059]"
613,"alternativo, secundario, win, gold, inscrevam, sala, 1300, lancada, ligados, depoimentos","[0.2117, 0.1938, 0.1716, 0.1449, 0.127, 0.1217, 0.0987, 0.0963, 0.0791, 0.0734]"
614,"serr, emilia, gadelha, maria, muller, avany, foto, ferreira, pannuci, uaiessa","[0.4866, 0.4146, 0.3656, 0.136, 0.1212, 0.1143, 0.0667, 0.0584, 0.0358, 0.0253]"
615,"tmeleonidaschavesbc, feedback, ativar, conectese, bot, comigo, comecar, macapa, ganhar, dinheiro","[0.2766, 0.0297, 0.0286, 0.0274, 0.0259, 0.0196, 0.0185, 0.0178, 0.0158, 0.0155]"
616,"jdyd, wtny, hlshw, zwj, shqnh, gyf, fwl, drbdry, dgy, nb","[0.3278, 0.2791, 0.194, 0.194, 0.194, 0.194, 0.194, 0.194, 0.194, 0.1933]"
617,"31, felipe, mato, grosso, status, paralisacao, rodovias, feedback, ativar, bot","[0.079, 0.0774, 0.0762, 0.0759, 0.0504, 0.0465, 0.0363, 0.0315, 0.0299, 0.0271]"
618,"dxy, usdeur, usdgbp, usdsek, usdcad, usdchf, usdjpy, neutro, panorama, cesta","[0.1236, 0.1181, 0.1181, 0.1181, 0.1125, 0.1114, 0.1075, 0.0872, 0.0859, 0.0805]"
619,"paralisacoes, janelas, motos, coloquem, carros, guache, demonstrara, obrigatoriamente, tinta, apartamentos","[0.0642, 0.0606, 0.0448, 0.0336, 0.0315, 0.0304, 0.0303, 0.0291, 0.0289, 0.0286]"
620,"retomarmos, ruas, ruasquarteis, ocupemos, oba, 081122, brasilia, arrastar, ruasupremo, resgatarmos","[0.0375, 0.0328, 0.0274, 0.025, 0.0201, 0.0182, 0.0171, 0.0161, 0.0149, 0.0149]"
621,"gado, vaca, vacas, prenhas, baleia, haste, centrao, ficarei, matando, continuara","[0.184, 0.0843, 0.0293, 0.0235, 0.0233, 0.0214, 0.0213, 0.0196, 0.0192, 0.0181]"
622,"laxantes, ambulantes, vendedores, afim, passarem, desfazer, bebida, comida, oposicao, passando","[0.2218, 0.2022, 0.1916, 0.1895, 0.1782, 0.1527, 0.14, 0.0838, 0.0803, 0.0622]"
623,"invasao, tentativa, preparatorios, subtracao, circunstanciado, consideraram, fechadura, condenarao, domicilios, canalcienciascriminais","[0.0785, 0.0602, 0.0476, 0.0474, 0.0474, 0.0474, 0.0472, 0.0472, 0.0471, 0.0467]"
624,"fuckthenaziworldorder, concessao, mundo, world, acontecera, quarta, end, stick, resto, acaba","[0.0411, 0.0401, 0.028, 0.0272, 0.0256, 0.0208, 0.0207, 0.0197, 0.0181, 0.0179]"
625,"pereira, managing, tool, groups, professional, welcome, perdomo, lauribel, telegram, nuno","[0.2789, 0.0366, 0.0366, 0.0365, 0.0365, 0.0361, 0.0284, 0.0284, 0.0235, 0.0161]"
626,"yieldcurve, di1, mascara, pista, curva, tmearthursennatrader2, macapa, limpando, usamos, panorama","[0.0902, 0.0902, 0.0733, 0.0534, 0.053, 0.0457, 0.0418, 0.0404, 0.0319, 0.0303]"
627,"record, recorde, virandooo, sabatina, bateu, tamo, 1830, historico, bater, sensacional","[0.2501, 0.0886, 0.0814, 0.0771, 0.0619, 0.0513, 0.04, 0.0396, 0.0392, 0.0328]"
628,"ignoreos, eco, antibrasileiros, existissem, contrapontos, permitirmos, forceos, divulgacao, encaminhamento, difusao","[0.0744, 0.0699, 0.0464, 0.0442, 0.0442, 0.044, 0.0438, 0.0434, 0.0434, 0.0431]"
629,"canalmatrix, raciocinio, matrix, dispensamos, participam, reservada, legenda, inocentes, adrilles, implacavel","[0.4288, 0.3659, 0.3656, 0.0521, 0.037, 0.0252, 0.0237, 0.0214, 0.0206, 0.0201]"
630,"urgente, urgentissimo, espalhem, prendam, sigat, assista, gang, assistam, stos, caindoconfiram","[0.1383, 0.0938, 0.0464, 0.0431, 0.0412, 0.0402, 0.0375, 0.0374, 0.0341, 0.0341]"
631,"agua, caminhoneiros, comida, levem, decretado, puder, junte, higiene, f378ff38848046058672bb8620ef810c, levar","[0.0763, 0.0718, 0.0713, 0.0298, 0.0264, 0.0217, 0.02, 0.0189, 0.0186, 0.0185]"
632,"pag, item, 160, abertamente, ndeg, absurdos, compartilhados, destaco, refundar, fiador","[0.1076, 0.0932, 0.0814, 0.0375, 0.0323, 0.0305, 0.0227, 0.0226, 0.0225, 0.0225]"
633,"mirtes, ruppel, pedro, suely, birasilva, pazzi, vaz, menezes, pachecovoltou, video","[0.2414, 0.2275, 0.1534, 0.1496, 0.099, 0.099, 0.096, 0.0799, 0.0696, 0.0581]"
634,"insetos, comer, baratas, aversao, insider, instantanea, provoca, wef, nojo, quitina","[0.1701, 0.0374, 0.0322, 0.0311, 0.0308, 0.0257, 0.0252, 0.0244, 0.0217, 0.0205]"
635,"carapicuiba, lopes, 27, suzano, carlos, borba, viveiros, claudio, conectese, feedback","[0.2162, 0.1027, 0.0605, 0.0604, 0.0548, 0.0496, 0.0384, 0.0367, 0.0358, 0.0352]"
636,"josue, pernambuco, felipe, 29, neto, conectese, feedback, ativar, martinho, bot","[0.1326, 0.097, 0.0795, 0.0689, 0.0598, 0.0344, 0.0308, 0.0307, 0.0303, 0.0278]"
637,"7000, 8000, 9000, 6000, 700, 800, 900, borges, 600, teresina","[0.1405, 0.1249, 0.1238, 0.1186, 0.1031, 0.1026, 0.0969, 0.0869, 0.0863, 0.0715]"
638,"grotesca, fraud3s, urn4s, fraud3, fraudes, videos, fraude, relatando, supostas, indicios","[0.0482, 0.0419, 0.0354, 0.0334, 0.0264, 0.0261, 0.0253, 0.0217, 0.0172, 0.0168]"
639,"luciana, alberto, senhorita, constante, trouxe, zagalo, osasco, senhora, brasilpaulista, thyago","[0.1596, 0.0948, 0.0801, 0.0485, 0.0483, 0.0453, 0.0326, 0.0325, 0.0324, 0.0316]"
640,"bolsopedia, enciclopedia, bolsonarismo, , , , , , , ","[3.9559, 0.1669, 0.0951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
641,"concorda, 1930, revolta, sim, 1937, cruzeiro, 1891, 1967, 1955, unissex","[0.0524, 0.0249, 0.0237, 0.0224, 0.0162, 0.0157, 0.0144, 0.014, 0.0139, 0.013]"
642,"relatorio, entregaram, calmos, armadas, repudio, forcas, clube, td, 2018agora, 2rm","[0.0536, 0.0361, 0.0349, 0.0337, 0.0322, 0.0295, 0.0244, 0.0236, 0.0223, 0.0223]"
643,"ivan, prado, fbi, contorceu, comey, mueller, doentia, hillary, bruxas, suprimir","[0.1977, 0.1507, 0.1183, 0.1147, 0.1119, 0.1119, 0.0951, 0.0935, 0.0888, 0.087]"
644,"ricardo, managing, tool, groups, professional, welcome, telegram, rebeca, casquino, buraga","[0.1857, 0.0387, 0.0387, 0.0386, 0.0386, 0.0382, 0.0249, 0.0201, 0.0168, 0.0168]"
645,"lua, pilotos, mosca, geomagnetica, ciclicas, voo, ovni, polaridade, magnetico, tempestades","[0.0402, 0.032, 0.0282, 0.0266, 0.026, 0.0236, 0.023, 0.0228, 0.0221, 0.0216]"
646,"gerenciador, confirmamos, vence, devolver, vencimento, sintase, compatriotas, depoimentos, prepare, envia","[0.0858, 0.0855, 0.0793, 0.0662, 0.0631, 0.0585, 0.058, 0.0539, 0.0502, 0.0484]"
647,"tmeverdadesquasesecretas, absolutos, cla, sigilos, adriano, segredos, celulares, assista, caso, ","[2.9269, 0.0768, 0.074, 0.0734, 0.0539, 0.049, 0.0393, 0.0092, 0.0066, 0.0]"
648,"caiado, ronaldo, apoio, governador, declara, goias, reeleitos, governadores, abono, anunciam","[0.0594, 0.0472, 0.0336, 0.0297, 0.0271, 0.0265, 0.0256, 0.0241, 0.0223, 0.0211]"
649,"escrito, bemaventurados, ressurreicao, ceus, biblia, jesus, proverbios, sagrada, cristo, 1629","[0.0182, 0.0177, 0.0156, 0.0154, 0.0151, 0.015, 0.0146, 0.0124, 0.0123, 0.0116]"
650,"cecilia, lima, kaminski, elsa, video, graziani, jadson, , , ","[0.8354, 0.5051, 0.1071, 0.0987, 0.0654, 0.0427, 0.0357, 0.0, 0.0, 0.0]"
651,"13, rola, 22, passando, cu, chegar, compartilhe, 222, secretos, lula","[0.0776, 0.0242, 0.0203, 0.0141, 0.0139, 0.0092, 0.0057, 0.0039, 0.0016, 0.0012]"
652,"teixeira, freitas, nuno, managing, tool, groups, professional, welcome, radames, telegram","[0.0995, 0.0899, 0.0751, 0.0369, 0.0369, 0.0369, 0.0368, 0.0365, 0.028, 0.0238]"
653,"fome, 33, 414, passando, revelam, metafora, milagre, fartos, obesidade, especialistas","[0.1265, 0.0297, 0.0261, 0.0227, 0.0191, 0.0191, 0.0161, 0.0146, 0.0145, 0.0133]"
654,"brasilsalvador, miguel, 29, gustavo, marcos, 35, conectese, feedback, ativar, bot","[0.2037, 0.1027, 0.0635, 0.0577, 0.0543, 0.044, 0.0389, 0.0366, 0.0347, 0.0315]"
655,"converse, envieme, quero, comeco, quao, negocio, entrar, preciso, quanto, saber","[0.101, 0.0925, 0.0859, 0.0806, 0.0806, 0.0558, 0.0533, 0.0464, 0.0371, 0.0291]"
656,"ribeiro, managing, tool, groups, professional, welcome, caciano, telegram, nuno, minghin","[0.3318, 0.036, 0.036, 0.036, 0.0359, 0.0356, 0.0293, 0.0232, 0.0165, 0.0159]"
657,"nov, screenshot, 2022, 132305, 183408, 210209, 130809, 170948, 200844, 210030","[0.9005, 0.6633, 0.1532, 0.085, 0.0598, 0.0598, 0.0598, 0.0325, 0.0325, 0.0325]"
658,"cariacica, veiga, jeronimo, santarem, 31, conectese, feedback, ativar, nina, jorge","[0.2637, 0.1281, 0.1256, 0.0686, 0.0479, 0.0365, 0.0344, 0.0326, 0.032, 0.03]"
659,"bsm, paralelo, documentario, previa, desmonetizar, diverge, censurayoutube, estante, odysee, lobos","[0.0427, 0.0421, 0.0389, 0.0331, 0.0286, 0.0276, 0.0265, 0.026, 0.026, 0.0247]"
660,"done, feito, please, comfim, acknowledge, sir, resolvido, cumpriram, feita, confirm","[0.7997, 0.3351, 0.2052, 0.1291, 0.1074, 0.1046, 0.0868, 0.0565, 0.0533, 0.0515]"
661,"indios, tesouros, arqueologos, artefato, antigos, tepe, restos, encontrados, trombetas, descoberta","[0.0282, 0.0229, 0.0172, 0.0159, 0.0157, 0.0149, 0.0142, 0.0138, 0.0138, 0.0135]"
662,"cadastro, instalalo, possibilitando, apk, navegador, android, truth, truthsocial, normalmente, funcionando","[0.1448, 0.1068, 0.1033, 0.0962, 0.0828, 0.0694, 0.0619, 0.0613, 0.0612, 0.0559]"
663,"explica, volta, traga, emprestou, inadimplencia, rose, falencia, eletronorte, mamona, trancafiados","[0.0787, 0.0772, 0.0432, 0.028, 0.0276, 0.0223, 0.0194, 0.0166, 0.0166, 0.0164]"
664,"troque, 1964usem, federalvamos, isgdtoc3e7, isgdqsvtj9, isgdknb5t2, isgdin3jrb, isgdz9xh3t, isgdylkz6q, isgdxutwx2","[0.0508, 0.0494, 0.0494, 0.0413, 0.0413, 0.0413, 0.0413, 0.0413, 0.0413, 0.0413]"
665,"vido, lets, brandon, pouquinho, pouco, seguimos, go, agoraaaaaaaa, viramos, vejam","[0.0882, 0.0813, 0.0742, 0.0738, 0.0727, 0.0675, 0.063, 0.0544, 0.0517, 0.0492]"
666,"lembralos, inovacao, inscrevam, inscritos, 436, contatos, divulguem, passo, apoia, participar","[0.1194, 0.0846, 0.0709, 0.0671, 0.059, 0.0506, 0.0434, 0.0428, 0.0367, 0.0349]"
667,"azul, nordestino, unificados, expressaopara, entrarmos, culto, vizinhos, infiltrado, podre, verdadeiro","[0.0479, 0.0426, 0.0289, 0.0285, 0.0282, 0.0255, 0.022, 0.0209, 0.0198, 0.0196]"
668,"angel, angela, angelo, angelica, managing, tool, groups, professional, welcome, angelita","[0.2006, 0.1428, 0.0589, 0.0451, 0.037, 0.037, 0.0369, 0.0369, 0.0365, 0.0269]"
669,"www12, , , , , , , , , ","[3.277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
670,"encrypted, files, joined, lockdown, password, countdown, opened, unless, revealed, will","[0.1021, 0.0994, 0.0875, 0.0761, 0.06, 0.0597, 0.0557, 0.0555, 0.0553, 0.0551]"
671,"72, horas, 72h, 72hrs, manisfestar, esperar, pronunciar, esmolecam, rirrrrr, agusrdar","[0.2026, 0.07, 0.0491, 0.021, 0.0197, 0.0179, 0.0177, 0.0169, 0.0169, 0.0169]"
672,"signal, thecountersignal, mudar, sinais, derrube, libras, baldiar, incentivadora, accuratethank, sinaisdoreino","[0.7309, 0.1762, 0.0705, 0.0675, 0.0528, 0.0526, 0.0491, 0.0491, 0.0491, 0.0491]"
673,"she, her, princess, queen, diana, kept, darkest, herself, announcing, hiding","[0.1426, 0.1422, 0.0766, 0.0758, 0.0756, 0.0668, 0.0663, 0.0651, 0.0648, 0.0644]"
674,"maria, sant, marilda, abade, anna, eliana, maris, stella, walkzuma, lola","[0.2331, 0.1736, 0.1574, 0.1376, 0.1359, 0.1359, 0.0982, 0.0849, 0.078, 0.0704]"
675,"maconico, inocencia, kit, anular, satanista, criancas, reeleito, divulguem, acabar, alerta","[0.1407, 0.1343, 0.1223, 0.0955, 0.0742, 0.072, 0.0644, 0.0628, 0.0545, 0.0505]"
676,"jeff, tirania, in, request, send, bob, vias, legitima, solidas, ensurdecedor","[0.0824, 0.0796, 0.0725, 0.0672, 0.0651, 0.0625, 0.0605, 0.0588, 0.0583, 0.0555]"
677,"arrependimentos, tente, andamento, legitimo, viva, esperando, pagamento, upload, conectados, pendentes","[0.2605, 0.1597, 0.1434, 0.1246, 0.1196, 0.0851, 0.075, 0.0667, 0.0558, 0.0516]"
678,"instagramcomnikolasferreirabr, instagramcomnikolasferreiradm, corina, prevalece, seguimos, instagramele, noinstagram, lulaverso, verificadonao, claudio","[0.9458, 0.239, 0.1693, 0.1645, 0.1219, 0.1083, 0.1083, 0.1083, 0.1083, 0.1074]"
679,"alcancar, eutanasia, objetivos, impediu, sucedido, desiste, todopoderoso, determinado, impeca, permita","[0.0703, 0.0681, 0.0651, 0.0504, 0.0485, 0.0465, 0.0465, 0.0406, 0.0395, 0.0359]"
680,"stalin, exija, alexandro, cedula, alexandre, geao, barreto, alexsander, impresso, alex","[0.101, 0.0965, 0.0837, 0.0805, 0.0745, 0.0618, 0.0527, 0.0464, 0.046, 0.0441]"
681,"shandra, video, sandra, monteiro, , , , , , ","[2.0325, 0.0979, 0.0538, 0.0226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
682,"eduardo, luiz, foto, lacowicz, ornilo, lundgren, heinz, clovis, passamani, wichert","[0.3525, 0.303, 0.115, 0.0825, 0.0825, 0.0825, 0.0636, 0.0567, 0.0449, 0.0449]"
683,"kaspersky, ciberseguranca, tentativas, especializada, eleicoes2022, vindas, ocorrendo, sistemas, volume, atualizacoes","[0.1735, 0.1712, 0.1301, 0.1261, 0.1193, 0.116, 0.1081, 0.0946, 0.0932, 0.0882]"
684,"martinho, caruaru, anderson, 29, vilalobos, pinhais, conectese, feedback, ativar, bot","[0.2205, 0.1825, 0.1444, 0.0807, 0.0682, 0.0617, 0.0369, 0.0347, 0.0329, 0.0298]"
685,"comprovantye, bolsonaro22, atenao, convide, prepare, toma, chegando, iremos, contagem, aceitar","[0.0743, 0.055, 0.0506, 0.0497, 0.0479, 0.038, 0.0322, 0.0321, 0.0286, 0.026]"
686,"gama, diadema, macapa, sousa, bauru, gabriel, nicolas, 23, feedback, barros","[0.0743, 0.0714, 0.0681, 0.0648, 0.0608, 0.0555, 0.0496, 0.0383, 0.0351, 0.0343]"
687,"nuestros, inversores, invertir, con, invirtieron, anunciarle, inversionista, compartiendo, hemos, desea","[0.118, 0.1042, 0.0954, 0.0892, 0.0852, 0.0852, 0.0833, 0.0821, 0.081, 0.081]"
688,"recordando, lembram, lembrete, lembrar, recordar, fazemos, esquecer, memoria, lembra, lembrei","[0.2212, 0.2048, 0.1709, 0.1582, 0.1368, 0.1049, 0.0958, 0.0712, 0.0635, 0.0594]"
689,"142, artigo, acionar, art, acionado, renato, artigo142acfpdf, cade, barros, explica","[0.1206, 0.0917, 0.0612, 0.0584, 0.0341, 0.0291, 0.0259, 0.0252, 0.0243, 0.0198]"
690,"blogdoprofh, blog, blogdobg, ligapatriota, concordou, ligapatriotablogspotcom, serie, modalfutura, http, leu","[0.22, 0.1168, 0.1087, 0.097, 0.0763, 0.0643, 0.055, 0.0544, 0.0544, 0.0443]"
691,"alexsander, sena, alexandre, alexandro, montenegro, foto, benetello, alfilho, alex, sandro","[0.4655, 0.244, 0.1633, 0.1551, 0.1493, 0.138, 0.1375, 0.1006, 0.0852, 0.0633]"
692,"diriapara, aplaudo, tratadas, flexibilidade, financas, sentir, transparencia, felizes, tras, tempos","[0.1554, 0.1537, 0.1474, 0.1465, 0.1026, 0.0846, 0.0812, 0.073, 0.0646, 0.0532]"
693,"puedo, registrarme, cuentame, ruyuy, sejd, registrar, hola, posso, soy, nuevo","[0.1917, 0.0919, 0.0919, 0.0886, 0.0886, 0.0826, 0.0756, 0.0751, 0.075, 0.0723]"
694,"fracasso, impedindonos, experimentala, trampolim, gerenciar, entusiasmo, ocupe, sombra, escapar, sintase","[0.1389, 0.1104, 0.1083, 0.1079, 0.1033, 0.0994, 0.0954, 0.0781, 0.0739, 0.0709]"
695,"chng, assinaturas, assinar, cpmi, precisamos, assinando, convocado, pensou, 1263604, 110983","[0.3217, 0.2913, 0.1861, 0.0529, 0.052, 0.0486, 0.0485, 0.0358, 0.0284, 0.0284]"
696,"hackers, record, hacker, gravissima, payao, emissora, pedem, entram, inacreditavel, vazar","[0.1252, 0.0503, 0.0434, 0.0431, 0.0371, 0.031, 0.0241, 0.0231, 0.0229, 0.0219]"
697,"cecilia, itaboray, sidnei, foto, ana, lima, gomes, zanata, roxane, peppe","[0.782, 0.2048, 0.1814, 0.1294, 0.1141, 0.0855, 0.0509, 0.0505, 0.0505, 0.0505]"
698,"advogada, conferir, subindo, maps, goo, advogado, genio, manifestantes, passagem, poderem","[0.0176, 0.0157, 0.0136, 0.0126, 0.0124, 0.0123, 0.0116, 0.0114, 0.0113, 0.0111]"
699,"amorim, antonio, video, edgar, , , , , , ","[0.95, 0.4461, 0.0658, 0.0262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
700,"levantem, coloquem, alegar, brecha, camisas, musicas, recife, feitas, delgado, evitem","[0.1183, 0.0697, 0.0638, 0.0599, 0.0557, 0.0486, 0.0426, 0.0412, 0.0341, 0.0337]"
701,"enqueteeleicoes2022, enquete, 2o, vote, republica, oficial, 2022, turno, capitaodo, presidente","[0.4084, 0.1653, 0.1404, 0.139, 0.1001, 0.0709, 0.0685, 0.0313, 0.0271, 0.0129]"
